ID,type,start_time,end_time,time_of_warning,wind_speed,rainfall,flood_depth,magnitude,cause
H-2000228,hurricane,"1917-06-20T02:32:33","1917-06-20T15:32:33","1917-06-12T21:36:53",93,8,15,1,null
H-2000229,hurricane,"1971-04-19T12:17:44","1971-04-20T12:17:44","1971-04-13T14:12:25",178,46,207,5,null
H-2000230,hurricane,"1873-02-28T05:56:14","1873-02-28T19:56:14","1873-02-23T17:47:33",102,11,36,2,null
H-2000231,hurricane,"1967-10-18T04:47:08","1967-10-18T21:47:08","1967-10-09T04:05:53",110,8,20,2,null
H-2000232,hurricane,"2006-08-13T10:58:35","2006-08-14T01:58:35","2006-08-03T00:52:27",81,9,16,1,null
H-2000233,hurricane,"1979-07-10T18:51:55","1979-07-11T15:51:55","1979-07-02T12:03:04",189,37,123,5,null
H-2000234,hurricane,"1920-11-25T11:43:30","1920-11-26T05:43:30","1920-11-19T12:52:05",129,14,32,3,null
H-2000235,hurricane,"1966-12-23T14:44:06","1966-12-24T14:44:06","1966-12-15T06:53:46",185,59,263,5,null
H-2000236,hurricane,"1910-05-08T12:59:03","1910-05-09T03:59:03","1910-04-30T08:31:41",81,7,21,1,null
H-2000237,hurricane,"1947-03-08T13:46:03","1947-03-09T07:46:03","1947-03-03T12:21:56",149,24,48,4,null
H-2000238,hurricane,"1975-07-28T15:32:27","1975-07-29T12:32:27","1975-07-19T13:24:46",148,33,96,4,null
H-2000239,hurricane,"2014-07-08T23:37:15","2014-07-09T19:37:15","2014-06-29T14:38:24",137,16,27,4,null
H-2000240,hurricane,"1875-06-17T14:45:29","1875-06-18T11:45:29","1875-06-08T16:20:14",161,25,72,5,null
H-2000241,hurricane,"2016-10-28T22:55:55","2016-10-29T21:55:55","2016-10-18T20:17:26",164,49,180,5,null
H-2000242,hurricane,"1959-04-05T07:08:02","1959-04-06T07:08:02","1959-03-29T16:27:02",166,27,103,5,null
H-2000243,hurricane,"1976-07-21T14:55:48","1976-07-22T14:55:48","1976-07-11T07:43:14",182,59,260,5,null
H-2000244,hurricane,"1951-07-10T23:37:44","1951-07-11T15:37:44","1951-07-05T06:33:38",102,10,8,2,null
H-2000245,hurricane,"1917-02-26T03:08:10","1917-02-27T01:08:10","1917-02-21T01:24:54",160,28,100,5,null
H-2000246,hurricane,"1934-12-20T06:36:33","1934-12-20T21:36:33","1934-12-12T05:58:12",95,5,8,1,null
H-2000247,hurricane,"1977-06-10T14:19:21","1977-06-11T09:19:21","1977-06-04T18:12",135,23,64,4,null
H-2000248,hurricane,"1971-01-31T00:56:27","1971-01-31T23:56:27","1971-01-26T03:12:05",171,56,238,5,null
H-2000249,hurricane,"1881-10-24T08:59:23","1881-10-25T04:59:23","1881-10-17T15:21:12",148,34,125,4,null
H-2000250,hurricane,"1898-04-07T08:05","1898-04-08T03:05","1898-03-29T19:29:41",119,14,20,3,null
H-2000251,hurricane,"1968-08-26T22:41:40","1968-08-27T15:41:40","1968-08-16T08:34:02",116,13,16,3,null
H-2000252,hurricane,"1925-04-30T00:53:45","1925-05-01T00:53:45","1925-04-19T09:57:12",179,42,178,5,null
H-2000253,hurricane,"1928-02-04T13:38:02","1928-02-05T12:38:02","1928-01-30T06:10:44",171,33,105,5,null
H-2000254,hurricane,"1903-10-16T02:12:24","1903-10-16T18:12:24","1903-10-08T12:32:02",117,13,19,3,null
H-2000255,hurricane,"2008-03-10T04:21:31","2008-03-11T03:21:31","2008-03-02T05:49:49",186,25,76,5,null
H-2000256,hurricane,"1994-10-03T13:49:48","1994-10-04T06:49:48","1994-09-27T11:36:53",98,10,22,2,null
H-2000257,hurricane,"1942-08-01T08:54:27","1942-08-02T05:54:27","1942-07-26T20:32:24",180,28,90,5,null
H-2000258,hurricane,"1976-12-16T11:05:36","1976-12-17T11:05:36","1976-12-06T21:17:01",175,60,241,5,null
H-2000259,hurricane,"1978-10-30T16:50:18","1978-10-31T04:50:18","1978-10-23T14:22:46",92,5,5,1,null
H-2000260,hurricane,"1920-08-28T23:29","1920-08-29T13:29","1920-08-21T05:54:23",100,12,22,2,null
H-2000261,hurricane,"1997-03-06T01:00:29","1997-03-06T22:00:29","1997-02-28T08:14:53",154,17,43,4,null
H-2000262,hurricane,"2014-03-02T05:39:52","2014-03-02T20:39:52","2014-02-23T13:16:40",93,6,21,1,null
H-2000263,hurricane,"1888-04-24T10:00:07","1888-04-25T06:00:07","1888-04-17T07:58:37",183,46,204,5,null
H-2000264,hurricane,"1879-05-01T03:23:55","1879-05-01T21:23:55","1879-04-22T01:13:05",135,21,87,4,null
H-2000265,hurricane,"1959-12-27T02:45:44","1959-12-27T19:45:44","1959-12-21T00:08:43",116,16,32,3,null
H-2000266,hurricane,"1983-01-21T13:16:01","1983-01-22T03:16:01","1983-01-17T02:55:39",101,7,2,2,null
H-2000267,hurricane,"2015-08-06T07:00:17","2015-08-07T03:00:17","2015-07-28T21:07:33",179,28,78,5,null
H-2000268,hurricane,"1971-06-27T08:11:25","1971-06-28T05:11:25","1971-06-22T07:16:34",149,19,25,4,null
H-2000269,hurricane,"1971-01-13T23:15:39","1971-01-14T23:15:39","1971-01-06T07:53:54",173,49,209,5,null
H-2000270,hurricane,"1871-02-14T13:07:23","1871-02-15T08:07:23","1871-02-04T15:59:05",127,9,21,3,null
H-2000271,hurricane,"1956-01-09T13:43:49","1956-01-10T03:43:49","1955-12-31T12:14:33",86,10,20,1,null
H-2000272,hurricane,"1922-03-06T03:47:30","1922-03-06T23:47:30","1922-03-01T22:53:19",153,19,29,4,null
H-2000273,hurricane,"1997-12-21T07:22:31","1997-12-21T23:22:31","1997-12-11T15:54:32",122,15,26,3,null
H-2000274,hurricane,"1866-05-01T03:01:44","1866-05-01T19:01:44","1866-04-22T07:45:22",123,12,26,3,null
H-2000275,hurricane,"1924-05-20T05:33:53","1924-05-20T23:33:53","1924-05-13T15:19:58",115,16,31,3,null
H-2000276,hurricane,"1874-06-30T12:29:49","1874-07-01T03:29:49","1874-06-26T11:47:37",108,9,15,2,null
H-2000277,hurricane,"1882-07-20T07:22:22","1882-07-21T00:22:22","1882-07-12T23:36:35",116,14,35,3,null
H-2000278,hurricane,"1947-05-12T12:34:31","1947-05-13T07:34:31","1947-05-04T12:45:26",115,9,23,3,null
H-2000279,hurricane,"1912-12-11T01:42:10","1912-12-11T16:42:10","1912-12-01T12:32:43",101,10,8,2,null
H-2000280,hurricane,"2012-09-11T12:38:15","2012-09-12T09:38:15","2012-09-06T10:00:02",186,25,59,5,null
H-2000281,hurricane,"1892-01-16T01:41:31","1892-01-16T19:41:31","1892-01-09T21:36:55",124,14,28,3,null
H-2000282,hurricane,"1935-03-17T06:38:47","1935-03-17T20:38:47","1935-03-10T14:16:32",98,9,6,2,null
H-2000283,hurricane,"1931-06-10T23:20:43","1931-06-11T17:20:43","1931-06-03T11:33:40",125,13,33,3,null
H-2000284,hurricane,"1901-06-20T12:48:26","1901-06-21T06:48:26","1901-06-13T12:42:48",134,21,96,4,null
H-2000285,hurricane,"1871-11-23T06:23:19","1871-11-24T00:23:19","1871-11-16T15:27:38",124,14,35,3,null
H-2000286,hurricane,"1917-09-26T14:01:04","1917-09-27T11:01:04","1917-09-17T00:04:01",166,52,225,5,null
H-2000287,hurricane,"1922-01-14T10:41:33","1922-01-15T00:41:33","1922-01-04T02:36:05",86,6,9,1,null
H-2000288,hurricane,"1991-03-10T13:06:21","1991-03-11T10:06:21","1991-02-27T23:47:08",132,19,47,4,null
H-2000289,hurricane,"1899-11-03T00:22:12","1899-11-03T18:22:12","1899-10-26T10:43:32",119,14,12,3,null
H-2000290,hurricane,"1992-11-08T00:54:58","1992-11-08T14:54:58","1992-10-30T02:07:03",74,10,2,1,null
H-2000291,hurricane,"1965-10-26T19:41:28","1965-10-27T15:41:28","1965-10-22T07:45:05",130,33,121,4,null
H-2000292,hurricane,"1927-02-05T00:28:46","1927-02-05T16:28:46","1927-01-28T01:45:29",115,12,17,3,null
H-2000293,hurricane,"1989-08-11T01:46:29","1989-08-11T15:46:29","1989-08-01T08:04:49",92,6,0,1,null
H-2000294,hurricane,"1952-08-09T21:27:28","1952-08-10T21:27:28","1952-08-05T08:24:43",169,36,167,5,null
H-2000295,hurricane,"1872-12-22T15:22:31","1872-12-23T09:22:31","1872-12-14T09:25:21",114,10,9,3,null
H-2000296,hurricane,"1979-01-18T21:46:30","1979-01-19T18:46:30","1979-01-12T09:34:26",158,28,104,5,null
H-2000297,hurricane,"2002-11-09T22:14:54","2002-11-10T10:14:54","2002-10-30T08:32:58",80,5,14,1,null
H-2000298,hurricane,"1915-05-14T00:45:42","1915-05-14T18:45:42","1915-05-04T11:11:44",146,14,26,4,null
H-2000299,hurricane,"1890-08-17T11:02:32","1890-08-18T01:02:32","1890-08-11T02:46:10",85,9,19,1,null
H-2000300,hurricane,"2000-04-05T08:44:14","2000-04-06T01:44:14","2000-03-27T03:23:54",120,15,19,3,null
H-2000301,hurricane,"1913-07-13T05:16:51","1913-07-14T04:16:51","1913-07-07T06:32:55",190,52,200,5,null
H-2000302,hurricane,"1975-11-18T21:12:28","1975-11-19T17:12:28","1975-11-08T05:31:53",142,17,70,4,null
H-2000303,hurricane,"1904-06-28T04:52:01","1904-06-28T16:52:01","1904-06-21T13:23:27",94,9,2,1,null
H-2000304,hurricane,"1874-08-25T00:34:30","1874-08-25T21:34:30","1874-08-15T00:18:44",143,24,87,4,null
H-2000305,hurricane,"1926-10-14T13:34:54","1926-10-15T01:34:54","1926-10-09T13:51:06",88,6,7,1,null
H-2000306,hurricane,"2007-12-24T14:49:36","2007-12-25T08:49:36","2007-12-15T13:16:20",114,12,27,3,null
H-2000307,hurricane,"1972-08-05T18:59:28","1972-08-06T14:59:28","1972-07-31T04:14:35",168,53,235,5,null
H-2000308,hurricane,"1892-12-02T21:40:48","1892-12-03T11:40:48","1892-11-25T15:27:22",107,8,4,2,null
H-2000309,hurricane,"1941-03-07T21:30:01","1941-03-08T12:30:01","1941-03-01T05:28:12",82,9,6,1,null
H-2000310,hurricane,"1916-03-08T04:17:21","1916-03-08T22:17:21","1916-03-03T20:50:31",117,12,21,3,null
H-2000311,hurricane,"1957-08-26T11:52:46","1957-08-27T03:52:46","1957-08-19T17:35:56",123,10,16,3,null
H-2000312,hurricane,"1977-03-10T13:53:55","1977-03-11T04:53:55","1977-03-01T05:33:20",97,11,35,2,null
H-2000313,hurricane,"1974-03-18T10:02:50","1974-03-19T05:02:50","1974-03-13T21:18:36",151,14,22,4,null
H-2000314,hurricane,"1932-12-05T06:07:45","1932-12-06T04:07:45","1932-11-28T20:39:16",171,34,141,5,null
H-2000315,hurricane,"1879-04-27T03:13:22","1879-04-27T17:13:22","1879-04-21T17:52:27",84,10,12,1,null
H-2000316,hurricane,"1935-06-10T22:34:07","1935-06-11T15:34:07","1935-06-06T15:47:40",121,16,47,3,null
H-2000317,hurricane,"2014-06-24T19:34:53","2014-06-25T10:34:53","2014-06-14T19:52:01",86,6,13,1,null
H-2000318,hurricane,"1891-01-28T10:30:42","1891-01-29T00:30:42","1891-01-21T02:03:06",75,8,3,1,null
H-2000319,hurricane,"1948-05-22T10:35:24","1948-05-23T04:35:24","1948-05-15T22:07:05",145,34,142,4,null
H-2000320,hurricane,"1980-07-23T23:13:49","1980-07-24T16:13:49","1980-07-13T19:08:48",99,8,23,2,null
H-2000321,hurricane,"1971-07-23T13:37:02","1971-07-24T03:37:02","1971-07-16T06:50:55",103,10,4,2,null
H-2000322,hurricane,"1880-01-04T16:41:46","1880-01-05T13:41:46","1879-12-31T02:21:02",176,35,121,5,null
H-2000323,hurricane,"2001-09-06T05:44:50","2001-09-06T17:44:50","2001-08-27T10:37:24",87,7,10,1,null
H-2000324,hurricane,"1896-12-20T20:07:20","1896-12-21T16:07:20","1896-12-14T23:09:05",139,17,72,4,null
H-2000325,hurricane,"1903-11-08T07:10:17","1903-11-09T03:10:17","1903-10-30T09:34:20",188,36,147,5,null
H-2000326,hurricane,"1912-03-30T14:45:21","1912-03-31T07:45:21","1912-03-22T14:36:06",109,11,32,2,null
H-2000327,hurricane,"1889-07-05T02:33:37","1889-07-05T18:33:37","1889-06-28T06:36:38",121,13,28,3,null
H-2000328,hurricane,"1909-05-19T20:20:59","1909-05-20T15:20:59","1909-05-15T13:01:34",135,30,99,4,null
H-2000329,hurricane,"2006-02-15T10:13:54","2006-02-16T05:13:54","2006-02-05T23:17:53",115,11,32,3,null
H-2000330,hurricane,"1964-04-16T11:13:47","1964-04-16T23:13:47","1964-04-12T04:12:24",95,5,10,1,null
H-2000331,hurricane,"1978-11-21T11:33:44","1978-11-22T05:33:44","1978-11-12T18:09:57",117,10,11,3,null
H-2000332,hurricane,"1951-09-12T01:47:57","1951-09-12T20:47:57","1951-09-03T02:14:35",125,13,26,3,null
H-2000333,hurricane,"1886-08-17T04:37:53","1886-08-17T17:37:53","1886-08-10T15:30:28",93,8,9,1,null
H-2000334,hurricane,"1969-04-14T16:40:22","1969-04-15T10:40:22","1969-04-06T12:09:35",119,16,72,3,null
H-2000335,hurricane,"1978-02-16T00:47:55","1978-02-16T14:47:55","1978-02-08T18:15:23",104,8,15,2,null
H-2000336,hurricane,"2007-02-22T02:12:01","2007-02-23T01:12:01","2007-02-15T05:14:26",172,44,150,5,null
H-2000337,hurricane,"1954-06-27T22:56:31","1954-06-28T19:56:31","1954-06-21T20:16:13",159,39,128,5,null
H-2000338,hurricane,"1867-09-28T14:03:55","1867-09-29T02:03:55","1867-09-20T23:34:41",88,8,2,1,null
H-2000339,hurricane,"1967-06-05T10:07:05","1967-06-05T22:07:05","1967-05-25T16:57:09",91,6,21,1,null
H-2000340,hurricane,"2013-01-06T13:06:57","2013-01-07T07:06:57","2012-12-30T05:23:13",126,14,32,3,null
H-2000341,hurricane,"1980-02-16T09:48:05","1980-02-17T04:48:05","1980-02-05T11:44:19",121,15,16,3,null
H-2000342,hurricane,"1935-11-28T10:23:43","1935-11-28T23:23:43","1935-11-21T16:34:06",74,9,15,1,null
H-2000343,hurricane,"1996-10-07T23:33:16","1996-10-08T20:33:16","1996-09-29T04:42",130,27,117,4,null
H-2000344,hurricane,"1943-07-31T04:03:26","1943-07-31T20:03:26","1943-07-22T20:45:14",104,7,9,2,null
H-2000345,hurricane,"1996-01-03T13:36:02","1996-01-04T04:36:02","1995-12-28T19:54:17",110,11,35,2,null
H-2000346,hurricane,"1960-01-12T01:19:48","1960-01-12T22:19:48","1960-01-04T09:17:03",175,45,161,5,null
H-2000347,hurricane,"1928-11-20T21:30:19","1928-11-21T17:30:19","1928-11-11T23:49:33",157,40,153,5,null
H-2000348,hurricane,"1931-12-24T23:10:51","1931-12-25T13:10:51","1931-12-19T16:14:25",79,7,3,1,null
H-2000349,hurricane,"1939-11-16T12:18:30","1939-11-17T01:18:30","1939-11-06T11:22:10",76,9,3,1,null
H-2000350,hurricane,"1967-05-01T12:33:33","1967-05-02T02:33:33","1967-04-20T19:00:41",83,10,6,1,null
H-2000351,hurricane,"1964-10-16T10:33:31","1964-10-16T22:33:31","1964-10-10T07:45:48",79,10,15,1,null
H-2000352,hurricane,"1886-08-23T05:25:12","1886-08-23T23:25:12","1886-08-14T13:59:27",124,13,33,3,null
H-2000353,hurricane,"1934-09-24T02:28:15","1934-09-24T17:28:15","1934-09-18T14:04:17",76,5,14,1,null
H-2000354,hurricane,"1937-02-12T18:22:47","1937-02-13T13:22:47","1937-02-07T03:40:23",114,10,5,3,null
H-2000355,hurricane,"1981-09-16T22:24:27","1981-09-17T19:24:27","1981-09-12T20:32:09",154,34,118,4,null
H-2000356,hurricane,"1917-03-22T22:09:30","1917-03-23T19:09:30","1917-03-16T17:27:56",181,46,181,5,null
H-2000357,hurricane,"1995-04-23T00:30:54","1995-04-23T19:30:54","1995-04-16T16:00:40",151,30,87,4,null
H-2000358,hurricane,"1907-02-02T17:19:50","1907-02-03T15:19:50","1907-01-23T11:04:59",176,48,207,5,null
H-2000359,hurricane,"1944-03-05T04:01:18","1944-03-05T19:01:18","1944-02-24T12:41:04",109,9,11,2,null
H-2000360,hurricane,"1941-04-24T08:37:52","1941-04-25T05:37:52","1941-04-18T09:25:56",177,49,199,5,null
H-2000361,hurricane,"1994-08-30T16:27:13","1994-08-31T09:27:13","1994-08-21T14:27:54",108,9,1,2,null
H-2000362,hurricane,"1901-09-03T07:35:27","1901-09-03T21:35:27","1901-08-29T09:32:09",89,7,9,1,null
H-2000363,hurricane,"1870-03-30T04:15:06","1870-03-30T20:15:06","1870-03-26T03:26:29",96,9,14,2,null
H-2000364,hurricane,"1922-01-14T12:33:22","1922-01-15T01:33:22","1922-01-07T21:40:47",84,8,21,1,null
H-2000365,hurricane,"1899-09-10T15:59:08","1899-09-11T08:59:08","1899-09-04T04:49:19",101,7,8,2,null
H-2000366,hurricane,"1920-06-06T07:35:15","1920-06-07T00:35:15","1920-05-30T10:25:13",98,7,15,2,null
H-2000367,hurricane,"1912-10-03T13:35:19","1912-10-04T13:35:19","1912-09-25T09:43:32",190,42,172,5,null
H-2000368,hurricane,"1932-07-18T14:21:27","1932-07-19T04:21:27","1932-07-10T08:05:29",96,10,23,2,null
H-2000369,hurricane,"1934-06-05T10:13:29","1934-06-06T01:13:29","1934-05-30T18:53:20",88,5,22,1,null
H-2000370,hurricane,"1892-10-30T11:18:01","1892-10-31T07:18:01","1892-10-20T12:21:09",135,30,119,4,null
H-2000371,hurricane,"1936-06-23T02:45:37","1936-06-23T17:45:37","1936-06-15T09:26:44",92,7,1,1,null
H-2000372,hurricane,"1955-07-06T20:59:35","1955-07-07T12:59:35","1955-06-28T15:09:54",112,15,28,3,null
H-2000373,hurricane,"1938-12-19T13:05:37","1938-12-20T10:05:37","1938-12-11T05:10:09",139,33,127,4,null
H-2000374,hurricane,"1892-10-01T20:49:39","1892-10-02T17:49:39","1892-09-24T16:07:16",142,32,134,4,null
H-2000375,hurricane,"1923-05-05T10:05:48","1923-05-06T01:05:48","1923-04-27T05:07:04",85,5,21,1,null
H-2000376,hurricane,"2013-02-17T18:45:08","2013-02-18T16:45:08","2013-02-09T22:23:46",162,25,91,5,null
H-2000377,hurricane,"1995-10-12T23:28:44","1995-10-13T22:28:44","1995-10-03T20:18:39",159,42,172,5,null
H-2000378,hurricane,"2003-03-25T20:49:56","2003-03-26T16:49:56","2003-03-19T18:07:33",187,33,133,5,null
H-2000379,hurricane,"2016-03-07T21:22:28","2016-03-08T16:22:28","2016-02-29T01:16:04",111,15,17,3,null
H-2000380,hurricane,"1867-09-08T18:01:08","1867-09-09T10:01:08","1867-09-02T09:56:24",98,12,19,2,null
H-2000381,hurricane,"1949-09-04T00:02:20","1949-09-04T13:02:20","1949-08-27T06:25:03",85,9,17,1,null
H-2000382,hurricane,"1988-04-22T10:48:13","1988-04-23T05:48:13","1988-04-16T07:20:28",137,18,36,4,null
H-2000383,hurricane,"1968-03-18T19:37:53","1968-03-19T09:37:53","1968-03-14T01:13",76,6,22,1,null
H-2000384,hurricane,"1959-10-11T09:33:37","1959-10-12T02:33:37","1959-10-01T09:37:46",106,8,13,2,null
H-2000385,hurricane,"1960-01-08T17:14:17","1960-01-09T07:14:17","1960-01-01T19:19:28",98,9,5,2,null
H-2000386,hurricane,"1914-07-23T08:51:53","1914-07-23T20:51:53","1914-07-17T19:05:49",89,7,16,1,null
H-2000387,hurricane,"2010-11-14T07:07:01","2010-11-15T01:07:01","2010-11-08T11:06:28",147,28,108,4,null
H-2000388,hurricane,"1878-01-25T07:32:17","1878-01-26T04:32:17","1878-01-20T11:52:25",171,47,176,5,null
H-2000389,hurricane,"1964-11-30T02:35:37","1964-11-30T22:35:37","1964-11-20T06:00:58",156,35,132,4,null
H-2000390,hurricane,"1958-11-24T09:05:06","1958-11-25T01:05:06","1958-11-17T02:43:58",127,9,3,3,null
H-2000391,hurricane,"1926-08-14T11:20:42","1926-08-15T03:20:42","1926-08-07T21:27:24",128,15,19,3,null
H-2000392,hurricane,"1993-07-29T04:43:18","1993-07-29T20:43:18","1993-07-24T19:19:02",117,10,24,3,null
H-2000393,hurricane,"1865-06-29T11:15:50","1865-06-30T09:15:50","1865-06-22T06:15:22",177,30,117,5,null
H-2000394,hurricane,"1881-08-16T23:50:29","1881-08-17T12:50:29","1881-08-09T03:32:53",78,9,13,1,null
H-2000395,hurricane,"2018-05-23T03:43:29","2018-05-24T00:43:29","2018-05-17T21:27:08",189,49,192,5,null
H-2000396,hurricane,"1945-12-15T07:49:08","1945-12-16T00:49:08","1945-12-05T04:14:28",112,16,43,3,null
H-2000397,hurricane,"1976-06-30T11:21:17","1976-06-30T23:21:17","1976-06-20T23:03:53",91,10,23,1,null
H-2000398,hurricane,"1991-05-31T21:29:03","1991-06-01T15:29:03","1991-05-25T20:17:51",153,20,53,4,null
H-2000399,hurricane,"1980-04-01T09:01:42","1980-04-02T01:01:42","1980-03-21T13:06:52",128,15,27,3,null
H-2000400,hurricane,"1958-03-07T02:43:55","1958-03-07T21:43:55","1958-02-25T06:24:06",140,30,107,4,null
H-2000401,hurricane,"1891-01-22T05:07:42","1891-01-23T05:07:42","1891-01-17T18:08:27",187,39,164,5,null
H-2000402,hurricane,"1974-05-30T17:19:27","1974-05-31T16:19:27","1974-05-25T18:32:20",172,33,126,5,null
H-2000403,hurricane,"2006-06-20T22:58:32","2006-06-21T18:58:32","2006-06-15T05:11:39",140,18,55,4,null
H-2000404,hurricane,"2016-03-19T00:56:04","2016-03-19T21:56:04","2016-03-08T09:34:20",138,22,68,4,null
H-2000405,hurricane,"1949-09-27T19:16:33","1949-09-28T11:16:33","1949-09-19T15:07:49",119,13,35,3,null
H-2000406,hurricane,"1957-12-01T12:13:47","1957-12-02T02:13:47","1957-11-27T03:06:35",89,8,5,1,null
H-2000407,hurricane,"1987-04-30T08:00","1987-05-01T01:00","1987-04-19T11:28:02",110,9,6,2,null
H-2000408,hurricane,"1987-05-13T18:02:48","1987-05-14T13:02:48","1987-05-03T09:08:14",129,10,23,3,null
H-2000409,hurricane,"1985-10-19T12:47","1985-10-20T10:47","1985-10-12T02:56:38",185,28,85,5,null
H-2000410,hurricane,"2002-11-06T23:51:22","2002-11-07T11:51:22","2002-11-02T14:00:37",85,8,7,1,null
H-2000411,hurricane,"1973-10-01T00:39:56","1973-10-01T21:39:56","1973-09-26T16:56:14",147,24,56,4,null
H-2000412,hurricane,"1902-04-30T00:51:09","1902-04-30T18:51:09","1902-04-23T10:55:13",154,33,99,4,null
H-2000413,hurricane,"1944-12-17T20:33:02","1944-12-18T12:33:02","1944-12-09T12:09:39",101,9,16,2,null
H-2000414,hurricane,"1877-10-10T16:24:48","1877-10-11T11:24:48","1877-10-05T01:52:47",134,17,33,4,null
H-2000415,hurricane,"1949-03-04T11:18:11","1949-03-05T07:18:11","1949-02-23T20:52:38",145,28,99,4,null
H-2000416,hurricane,"1958-12-26T04:54:01","1958-12-26T19:54:01","1958-12-20T01:02:22",109,10,13,2,null
H-2000417,hurricane,"1915-04-26T15:46:51","1915-04-27T05:46:51","1915-04-21T23:49:05",103,9,14,2,null
H-2000418,hurricane,"1901-07-03T03:18:51","1901-07-04T03:18:51","1901-06-22T23:33:34",176,36,128,5,null
H-2000419,hurricane,"1959-08-11T04:52:59","1959-08-11T21:52:59","1959-07-31T19:57:39",122,9,18,3,null
H-2000420,hurricane,"1940-06-27T10:50:10","1940-06-28T06:50:10","1940-06-22T19:47:32",144,21,74,4,null
H-2000421,hurricane,"1866-12-02T14:56:34","1866-12-03T05:56:34","1866-11-25T06:57:28",84,6,6,1,null
H-2000422,hurricane,"2000-01-13T21:28:17","2000-01-14T15:28:17","2000-01-08T06:35:49",130,32,134,4,null
H-2000423,hurricane,"1960-04-26T00:12:36","1960-04-26T21:12:36","1960-04-16T03:23:41",137,35,117,4,null
H-2000424,hurricane,"1948-07-20T06:15:42","1948-07-20T23:15:42","1948-07-09T17:35:18",126,13,32,3,null
H-2000425,hurricane,"1960-11-15T21:10:35","1960-11-16T14:10:35","1960-11-11T06:44:41",103,10,14,2,null
H-2000426,hurricane,"1898-02-12T12:24:29","1898-02-13T08:24:29","1898-02-06T04:48:35",135,13,19,4,null
H-2000427,hurricane,"1999-07-09T15:57:58","1999-07-10T07:57:58","1999-06-30T21:52:40",96,9,9,2,null
H-2000428,hurricane,"1888-07-25T00:14:58","1888-07-25T19:14:58","1888-07-14T08:59:38",129,10,16,3,null
H-2000429,hurricane,"1992-08-02T23:12:20","1992-08-03T21:12:20","1992-07-25T08:24:32",177,29,120,5,null
H-2000430,hurricane,"1985-12-19T11:28:03","1985-12-20T02:28:03","1985-12-09T16:57:59",107,8,13,2,null
H-2000431,hurricane,"1979-12-20T17:32:20","1979-12-21T08:32:20","1979-12-10T08:54:39",102,7,13,2,null
H-2000432,hurricane,"1985-06-20T10:35:35","1985-06-21T08:35:35","1985-06-14T15:09:43",167,25,75,5,null
H-2000433,hurricane,"2002-12-06T05:15:26","2002-12-06T20:15:26","2002-11-26T18:38:34",79,7,3,1,null
H-2000434,hurricane,"1962-04-15T17:47:38","1962-04-16T09:47:38","1962-04-06T10:16:20",106,10,16,2,null
H-2000435,hurricane,"1865-03-21T01:59:03","1865-03-21T16:59:03","1865-03-12T10:36:21",102,10,1,2,null
H-2000436,hurricane,"1880-07-21T18:04:46","1880-07-22T06:04:46","1880-07-12T00:20:50",80,10,2,1,null
H-2000437,hurricane,"1887-02-06T03:19:23","1887-02-06T16:19:23","1887-01-31T00:48",93,7,1,1,null
H-2000438,hurricane,"1956-05-13T22:37:23","1956-05-14T16:37:23","1956-05-07T14:41:08",114,12,33,3,null
