City,Country,Population,Min. Latitude,Max. Latitude,Min. Longitude,Max. Longitude
Brossard,Canada,69575,50.658887,51.669541,-68.448989,-64.428066
Kamloops,Canada,68714,51.669542,52.680195,-64.428065,-60.407142
Notre Dame De Grace,Canada,67000,52.680196,53.69085,-60.407141,-56.386217
White Rock,Canada,66450,53.69085,54.701504,-140.825624,-136.8047
Prince George,Canada,65558,54.701505,55.712159,-136.804699,-132.783776
Medicine Hat,Canada,63138,55.71216,56.722813,-132.783775,-128.762852
Norfolk County,Canada,60847,56.722814,57.733468,-128.762851,-124.741928
Drummondville,Canada,59489,57.733469,58.744122,-124.741927,-120.721004
New Westminster,Canada,58549,58.744123,59.754777,-120.721003,-116.70008
St. Albert,Canada,57719,59.754778,60.765431,-116.700079,-112.679156
Sherwood Park,Canada,55063,60.765432,61.776086,-112.679155,-108.658231
Saint Jerome,Canada,54948,61.776087,62.78674,-108.65823,-104.637307
Jonquiere,Canada,54842,62.786741,63.797395,-104.637306,-100.616383
Granby,Canada,53979,63.797396,64.808049,-100.616382,-96.595459
Fredericton,Canada,52337,64.80805,65.818704,-96.595458,-92.574535
Welland,Canada,50331,65.818705,66.829358,-92.574534,-88.553611
Saint Hyacinthe,Canada,50326,66.829359,67.840013,-88.55361,-84.532687
North Bay,Canada,50170,67.840014,68.850667,-84.532686,-80.511762
Belleville,Canada,49454,68.850668,69.861323,-80.511761,-76.490838
Shawinigan,Canada,49161,49.648233,50.658886,-76.490837,-72.469914
Dollard Des Ormeaux,Canada,48930,50.658887,51.669541,-72.469913,-68.44899
Cornwall,Canada,48821,51.669542,52.680195,-68.448989,-64.428066
North Vancouver,Canada,48000,52.680196,53.69085,-64.428065,-60.407142
Vernon,Canada,47274,53.69085,54.701504,-60.407141,-56.386217
Blainville,Canada,46493,54.701505,55.712159,-140.825624,-136.8047
West End,Canada,44560,55.71216,56.722813,-136.804699,-132.783776
Chatham,Canada,43550,56.722814,57.733468,-132.783775,-128.762852
Timmins,Canada,42997,57.733469,58.744122,-128.762851,-124.741928
Chateauguay,Canada,42786,58.744123,59.754777,-124.741927,-120.721004
Quinte West,Canada,42697,59.754778,60.765431,-120.721003,-116.70008
West Vancouver,Canada,42694,60.765432,61.776086,-116.700079,-112.679156
Charlottetown,Canada,42402,61.776087,62.78674,-112.679155,-108.658231
Rimouski,Canada,42240,62.786741,63.797395,-108.65823,-104.637307
Saint Eustache,Canada,42062,63.797396,64.808049,-104.637306,-100.616383
Grande Prairie,Canada,41462,64.80805,65.818704,-100.616382,-96.595459
Boucherville,Canada,39062,65.818705,66.829358,-96.595458,-92.574535
Salaberry De Valleyfield,Canada,38662,66.829359,67.840013,-92.574534,-88.553611
Penticton,Canada,37721,67.840014,68.850667,-88.55361,-84.532687
St. Thomas,Canada,36110,68.850668,69.861323,-84.532686,-80.511762
Rock Forest,Canada,35500,49.648233,50.658886,-80.511761,-76.490838
Joliette,Canada,34772,50.658887,51.669541,-76.490837,-72.469914
Mirabel,Canada,34626,51.669542,52.680195,-72.469913,-68.44899
Mascouche,Canada,34626,52.680196,53.69085,-68.448989,-64.428066
Prince Albert,Canada,34609,53.69085,54.701504,-64.428065,-60.407142
Victoriaville,Canada,34426,54.701505,55.712159,-60.407141,-56.386217
Brant,Canada,34415,55.71216,56.722813,-140.825624,-136.8047
Woodstock,Canada,33892,56.722814,57.733468,-136.804699,-132.783776
Campbell River,Canada,33430,57.733469,58.744122,-132.783775,-128.762852
Ancaster,Canada,33232,58.744123,59.754777,-128.762851,-124.741928
Courtenay,Canada,32793,59.754778,60.765431,-124.741927,-120.721004
Orangeville,Canada,32640,60.765432,61.776086,-120.721003,-116.70008
North Cowichan,Canada,32272,61.776087,62.78674,-116.700079,-112.679156
Moose Jaw,Canada,32166,62.786741,63.797395,-112.679155,-108.658231
Midland,Canada,31502,63.797396,64.808049,-108.65823,-104.637307
Cote Saint Luc,Canada,31395,64.80805,65.818704,-104.637306,-100.616383
Saint Georges,Canada,31173,65.818705,66.829358,-100.616382,-96.595459
Val D'or,Canada,31123,66.829359,67.840013,-96.595458,-92.574535
Stratford,Canada,30233,67.840014,68.850667,-92.574534,-88.553611
Orillia,Canada,30178,68.850668,69.861323,-88.55361,-84.532687
Pointe Claire,Canada,30161,49.648233,50.658886,-84.532686,-80.511762
Baie Comeau,Canada,29808,50.658887,51.669541,-80.511761,-76.490838
Alma,Canada,29526,51.669542,52.680195,-76.490837,-72.469914
Sainte Julie,Canada,29019,52.680196,53.69085,-72.469913,-68.44899
West Kelowna,Canada,28793,53.69085,54.701504,-68.448989,-64.428066
Port Moody,Canada,27512,54.701505,55.712159,-64.428065,-60.407142
Lloydminster,Canada,27000,55.71216,56.722813,-60.407141,-56.386217
Boisbriand,Canada,26483,56.722814,57.733468,-140.825624,-136.8047
Brandon,Canada,26234,57.733469,58.744122,-136.804699,-132.783776
Vaudreuil Dorion,Canada,25789,58.744123,59.754777,-132.783775,-128.762852
Thetford Mines,Canada,25704,59.754778,60.765431,-128.762851,-124.741928
Walnut Grove,Canada,25683,60.765432,61.776086,-124.741927,-120.721004
Prince Edward,Canada,25496,61.776087,62.78674,-120.721003,-116.70008
Sainte Therese,Canada,25224,62.786741,63.797395,-116.700079,-112.679156
Airdrie,Canada,24673,63.797396,64.808049,-112.679155,-108.658231
Mount Pearl,Canada,24671,64.80805,65.818704,-108.65823,-104.637307
Saint Bruno De Montarville,Canada,24388,65.818705,66.829358,-104.637306,-100.616383
Rouyn Noranda,Canada,24023,66.829359,67.840013,-100.616382,-96.595459
Saint Constant,Canada,23957,67.840014,68.850667,-96.595458,-92.574535
Brockville,Canada,23886,68.850668,69.861323,-92.574534,-88.553611
Langley,Canada,23606,49.648233,50.658886,-88.55361,-84.532687
Whitehorse,Canada,23272,50.658887,51.669541,-84.532686,-80.511762
Owen Sound,Canada,22625,51.669542,52.680195,-80.511761,-76.490838
Chambly,Canada,22608,52.680196,53.69085,-76.490837,-72.469914
Sept Iles,Canada,22582,53.69085,54.701504,-72.469913,-68.44899
Langford,Canada,22459,54.701505,55.712159,-68.448989,-64.428066
Duncan,Canada,22199,55.71216,56.722813,-64.428065,-60.407142
La Prairie,Canada,21763,56.722814,57.733468,-60.407141,-56.386217
Lower Sackville,Canada,21379,57.733469,58.744122,-140.825624,-136.8047
Port Alberni,Canada,21282,58.744123,59.754777,-136.804699,-132.783776
Keswick,Canada,21000,59.754778,60.765431,-132.783775,-128.762852
Varennes,Canada,20950,60.765432,61.776086,-128.762851,-124.741928
Clarence Rockland,Canada,20790,61.776087,62.78674,-124.741927,-120.721004
Truro,Canada,20650,62.786741,63.797395,-120.721003,-116.70008
Westmount,Canada,20494,63.797396,64.808049,-116.700079,-112.679156
Kirkland,Canada,20491,64.80805,65.818704,-112.679155,-108.658231
Lindsay,Canada,20354,65.818705,66.829358,-108.65823,-104.637307
New Glasgow,Canada,20322,66.829359,67.840013,-104.637306,-100.616383
Cole Harbour,Canada,20000,67.840014,68.850667,-100.616382,-96.595459
Glace Bay,Canada,19968,68.850668,69.861323,-96.595458,-92.574535
Huntsville,Canada,19579,49.648233,50.658886,-92.574534,-88.553611
Terrace,Canada,19443,50.658887,51.669541,-88.55361,-84.532687
North Battleford,Canada,19440,51.669542,52.680195,-84.532686,-80.511762
Beaconsfield,Canada,19194,52.680196,53.69085,-80.511761,-76.490838
Mont Royal,Canada,18933,53.69085,54.701504,-76.490837,-72.469914
Beloeil,Canada,18927,54.701505,55.712159,-72.469913,-68.44899
Corner Brook,Canada,18693,55.71216,56.722813,-68.448989,-64.428066
Cranbrook,Canada,18610,56.722814,57.733468,-64.428065,-60.407142
Port Colborne,Canada,18599,57.733469,58.744122,-60.407141,-56.386217
Riviere Du Loup,Canada,18586,58.744123,59.754777,-140.825624,-136.8047
Dieppe,Canada,18565,59.754778,60.765431,-136.804699,-132.783776
Thorold,Canada,18224,60.765432,61.776086,-132.783775,-128.762852
Miramichi,Canada,18129,61.776087,62.78674,-128.762851,-124.741928
Cobourg,Canada,18099,62.786741,63.797395,-124.741927,-120.721004
Dorval,Canada,18088,63.797396,64.808049,-120.721003,-116.70008
Oak Bay,Canada,18015,64.80805,65.818704,-116.700079,-112.679156
Amos,Canada,17918,65.818705,66.829358,-112.679155,-108.658231
Spruce Grove,Canada,17767,66.829359,67.840013,-108.65823,-104.637307
Pitt Meadows,Canada,17410,67.840014,68.850667,-104.637306,-100.616383
Fort St. John,Canada,17402,68.850668,69.861323,-100.616382,-96.595459
Deux Montagnes,Canada,17402,49.648233,50.658886,-96.595458,-92.574535
Saint Augustin De Desmaures,Canada,17281,50.658887,51.669541,-92.574534,-88.553611
Conception Bay South,Canada,17087,51.669542,52.680195,-88.55361,-84.532687
Saint Lazare,Canada,17016,52.680196,53.69085,-84.532686,-80.511762
Sainte Catherine,Canada,16762,53.69085,54.701504,-80.511761,-76.490838
L'assomption,Canada,16738,54.701505,55.712159,-76.490837,-72.469914
Edmundston,Canada,16643,55.71216,56.722813,-72.469913,-68.44899
L'ancienne Lorette,Canada,16516,56.722814,57.733468,-68.448989,-64.428066
Cochrane,Canada,16365,57.733469,58.744122,-64.428065,-60.407142
Lutes Mountain,Canada,16311,58.744123,59.754777,-60.407141,-56.386217
Sainte Catherine,Canada,16211,59.754778,60.765431,-140.825624,-136.8047
Salmon Arm,Canada,16205,60.765432,61.776086,-136.804699,-132.783776
Rayside Balfour,Canada,16050,61.776087,62.78674,-132.783775,-128.762852
Petawawa,Canada,15988,62.786741,63.797395,-128.762851,-124.741928
Fort Erie,Canada,15953,63.797396,64.808049,-124.741927,-120.721004
Candiac,Canada,15947,64.80805,65.818704,-120.721003,-116.70008
Yellowknife,Canada,15865,65.818705,66.829358,-116.700079,-112.679156
Collingwood,Canada,15809,66.829359,67.840013,-112.679155,-108.658231
Mont Saint Hilaire,Canada,15720,67.840014,68.850667,-108.65823,-104.637307
Camrose,Canada,15686,68.850668,69.861323,-104.637306,-100.616383
Yorkton,Canada,15669,49.648233,50.658886,-100.616382,-96.595459
Saint Basile Le Grand,Canada,15605,50.658887,51.669541,-96.595458,-92.574535
Leduc,Canada,15561,51.669542,52.680195,-92.574534,-88.553611
Pembroke,Canada,15551,52.680196,53.69085,-88.55361,-84.532687
Magog,Canada,15550,53.69085,54.701504,-84.532686,-80.511762
Greater Napanee,Canada,15132,54.701505,55.712159,-80.511761,-76.490838
Kenora,Canada,15096,55.71216,56.722813,-76.490837,-72.469914
Le Plateau,Canada,15000,56.722814,57.733468,-72.469913,-68.44899
Fort Saskatchewan,Canada,14957,57.733469,58.744122,-68.448989,-64.428066
Okotoks,Canada,14826,58.744123,59.754777,-64.428065,-60.407142
Gaspe,Canada,14819,59.754778,60.765431,-60.407141,-56.386217
Matane,Canada,14812,60.765432,61.776086,-140.825624,-136.8047
Summerside,Canada,14808,61.776087,62.78674,-136.804699,-132.783776
Prince Rupert,Canada,14708,62.786741,63.797395,-132.783775,-128.762852
Swift Current,Canada,14703,63.797396,64.808049,-128.762851,-124.741928
Colwood,Canada,14687,64.80805,65.818704,-124.741927,-120.721004
Rosemere,Canada,14173,65.818705,66.829358,-120.721003,-116.70008
Williams Lake,Canada,14168,66.829359,67.840013,-116.700079,-112.679156
Saint Lin Laurentides,Canada,14159,67.840014,68.850667,-112.679155,-108.658231
Simcoe,Canada,13922,68.850668,69.861323,-108.65823,-104.637307
Quesnel,Canada,13788,49.648233,50.658886,-104.637306,-100.616383
Bay Roberts,Canada,13737,50.658887,51.669541,-100.616382,-96.595459
Mont Laurier,Canada,13405,51.669542,52.680195,-96.595458,-92.574535
Portage La Prairie,Canada,12957,52.680196,53.69085,-92.574534,-88.553611
Dolbeau Mistassini,Canada,12916,53.69085,54.701504,-88.55361,-84.532687
Powell River,Canada,12779,54.701505,55.712159,-84.532686,-80.511762
Brooks,Canada,12744,55.71216,56.722813,-80.511761,-76.490838
Bathurst,Canada,12714,56.722814,57.733468,-76.490837,-72.469914
Kentville,Canada,12636,57.733469,58.744122,-72.469913,-68.44899
Elliot Lake,Canada,12508,58.744123,59.754777,-68.448989,-64.428066
Thompson,Canada,12467,59.754778,60.765431,-64.428065,-60.407142
Aldergrove,Canada,12363,60.765432,61.776086,-60.407141,-56.386217
Canmore,Canada,12288,61.776087,62.78674,-140.825624,-136.8047
Hawkesbury,Canada,12283,62.786741,63.797395,-136.804699,-132.783776
North Perth,Canada,12254,63.797396,64.808049,-132.783775,-128.762852
Grand Falls Windsor,Canada,12076,64.80805,65.818704,-128.762851,-124.741928
Parksville,Canada,12000,65.818705,66.829358,-124.741927,-120.721004
Beauharnois,Canada,11918,66.829359,67.840013,-120.721003,-116.70008
Ingersoll,Canada,11874,67.840014,68.850667,-116.700079,-112.679156
Montmagny,Canada,11724,68.850668,69.861323,-112.679155,-108.658231
Cold Lake,Canada,11595,49.648233,50.658886,-108.65823,-104.637307
Sainte Marie,Canada,11584,50.658887,51.669541,-104.637306,-100.616383
Uxbridge,Canada,11531,51.669542,52.680195,-100.616382,-96.595459
Fall River,Canada,11526,52.680196,53.69085,-96.595458,-92.574535
Amherstburg,Canada,11459,53.69085,54.701504,-92.574534,-88.553611
Sainte Marthe Sur Le Lac,Canada,11311,54.701505,55.712159,-88.55361,-84.532687
Wetaskiwin,Canada,11302,55.71216,56.722813,-84.532686,-80.511762
Pincourt,Canada,11197,56.722814,57.733468,-80.511761,-76.490838
Paris,Canada,11177,57.733469,58.744122,-76.490837,-72.469914
Becancour,Canada,11134,58.744123,59.754777,-72.469913,-68.44899
North Saanich,Canada,11089,59.754778,60.765431,-68.448989,-64.428066
Cowansville,Canada,10887,60.765432,61.776086,-64.428065,-60.407142
Dawson Creek,Canada,10802,61.776087,62.78674,-60.407141,-56.386217
Sainte Anne Des Plaines,Canada,10680,62.786741,63.797395,-140.825624,-136.8047
Lambton Shores,Canada,10656,63.797396,64.808049,-136.804699,-132.783776
Sainte Adele,Canada,10634,64.80805,65.818704,-132.783775,-128.762852
Les Coteaux,Canada,10622,65.818705,66.829358,-128.762851,-124.741928
Whistler,Canada,10600,66.829359,67.840013,-124.741927,-120.721004
Smiths Falls,Canada,10553,67.840014,68.850667,-120.721003,-116.70008
Sylvan Lake,Canada,10518,68.850668,69.861323,-116.700079,-112.679156
Temiskaming Shores,Canada,10442,49.648233,50.658886,-112.679155,-108.658231
Cantley,Canada,10412,50.658887,51.669541,-108.65823,-104.637307
Rawdon,Canada,10400,51.669542,52.680195,-104.637306,-100.616383
Labrador City,Canada,10313,52.680196,53.69085,-100.616382,-96.595459
Angus,Canada,10269,53.69085,54.701504,-96.595458,-92.574535
Prevost,Canada,10132,54.701505,55.712159,-92.574534,-88.553611
Mercier,Canada,10121,55.71216,56.722813,-88.55361,-84.532687
Lacombe,Canada,10059,56.722814,57.733468,-84.532686,-80.511762
Strathmore,Canada,10009,57.733469,58.744122,-80.511761,-76.490838
Hanceville,Canada,10000,58.744123,59.754777,-76.490837,-72.469914
South Huron,Canada,9982,59.754778,60.765431,-72.469913,-68.44899
Bells Corners,Canada,9977,60.765432,61.776086,-68.448989,-64.428066
L'ile Perrot,Canada,9927,61.776087,62.78674,-64.428065,-60.407142
Estevan,Canada,9904,62.786741,63.797395,-60.407141,-56.386217
Hinton,Canada,9889,63.797396,64.808049,-140.825624,-136.8047
Notre Dame De L'ile Perrot,Canada,9885,64.80805,65.818704,-136.804699,-132.783776
High River,Canada,9826,65.818705,66.829358,-132.783775,-128.762852
Nelson,Canada,9813,66.829359,67.840013,-128.762851,-124.741928
Carleton Place,Canada,9743,67.840014,68.850667,-124.741927,-120.721004
Trail,Canada,9707,68.850668,69.861323,-120.721003,-116.70008
Selkirk,Canada,9653,49.648233,50.658886,-116.700079,-112.679156
Lorraine,Canada,9613,50.658887,51.669541,-112.679155,-108.658231
Steinbach,Canada,9607,51.669542,52.680195,-108.65823,-104.637307
Arnprior,Canada,9607,52.680196,53.69085,-104.637306,-100.616383
Lachute,Canada,9562,53.69085,54.701504,-100.616382,-96.595459
Val Des Monts,Canada,9539,54.701505,55.712159,-96.595458,-92.574535
La Tuque,Canada,9503,55.71216,56.722813,-92.574534,-88.553611
Weyburn,Canada,9362,56.722814,57.733468,-88.55361,-84.532687
Amherst,Canada,9336,57.733469,58.744122,-84.532686,-80.511762
Dorchester,Canada,9329,58.744123,59.754777,-80.511761,-76.490838
Roberval,Canada,9287,59.754778,60.765431,-76.490837,-72.469914
Saint Raymond,Canada,9273,60.765432,61.776086,-72.469913,-68.44899
Huron East,Canada,9264,61.776087,62.78674,-68.448989,-64.428066
Kapuskasing,Canada,9240,62.786741,63.797395,-64.428065,-60.407142
Saint Sauveur,Canada,9191,63.797396,64.808049,-60.407141,-56.386217
Oromocto,Canada,8998,64.80805,65.818704,-140.825624,-136.8047
Kitimat,Canada,8987,65.818705,66.829358,-136.804699,-132.783776
La Malbaie,Canada,8959,66.829359,67.840013,-132.783775,-128.762852
Stony Plain,Canada,8939,67.840014,68.850667,-128.762851,-124.741928
Mont Tremblant,Canada,8892,68.850668,69.861323,-124.741927,-120.721004
Binbrook,Canada,8796,49.648233,50.658886,-120.721003,-116.70008
Whitecourt,Canada,8763,50.658887,51.669541,-116.700079,-112.679156
Lavaltrie,Canada,8762,51.669542,52.680195,-112.679155,-108.658231
Ladysmith,Canada,8740,52.680196,53.69085,-108.65823,-104.637307
Pont Rouge,Canada,8723,53.69085,54.701504,-104.637306,-100.616383
Castlegar,Canada,8715,54.701505,55.712159,-100.616382,-96.595459
Otterburn Park,Canada,8464,55.71216,56.722813,-96.595458,-92.574535
Dauphin,Canada,8418,56.722814,57.733468,-92.574534,-88.553611
Bois Des Filion,Canada,8383,57.733469,58.744122,-88.55361,-84.532687
Winkler,Canada,8270,58.744123,59.754777,-84.532686,-80.511762
Concord,Canada,8255,59.754778,60.765431,-80.511761,-76.490838
Bracebridge,Canada,8238,60.765432,61.776086,-76.490837,-72.469914
Notre Dame Des Prairies,Canada,8230,61.776087,62.78674,-72.469913,-68.44899
Dryden,Canada,8195,62.786741,63.797395,-68.448989,-64.428066
Taber,Canada,8163,63.797396,64.808049,-64.428065,-60.407142
Morinville,Canada,8108,64.80805,65.818704,-60.407141,-56.386217
Silver Berry,Canada,8089,65.818705,66.829358,-140.825624,-136.8047
Saint Felicien,Canada,8088,66.829359,67.840013,-136.804699,-132.783776
Saint Hippolyte,Canada,8083,67.840014,68.850667,-132.783775,-128.762852
Bridgewater,Canada,8070,68.850668,69.861323,-128.762851,-124.741928
Goderich,Canada,8032,49.648233,50.658886,-124.741927,-120.721004
Wild Rose,Canada,8031,50.658887,51.669541,-120.721003,-116.70008
Renfrew,Canada,8018,51.669542,52.680195,-116.700079,-112.679156
Edson,Canada,7975,52.680196,53.69085,-112.679155,-108.658231
Fort Frances,Canada,7931,53.69085,54.701504,-108.65823,-104.637307
Chandler,Canada,7914,54.701505,55.712159,-104.637306,-100.616383
Kirkland Lake,Canada,7775,55.71216,56.722813,-100.616382,-96.595459
Slave Lake,Canada,7661,56.722814,57.733468,-96.595458,-92.574535
Happy Valley Goose Bay,Canada,7572,57.733469,58.744122,-92.574534,-88.553611
Wasaga Beach,Canada,7567,58.744123,59.754777,-88.55361,-84.532687
Chibougamau,Canada,7563,59.754778,60.765431,-84.532686,-80.511762
Revelstoke,Canada,7533,60.765432,61.776086,-80.511761,-76.490838
Aylmer,Canada,7527,61.776087,62.78674,-76.490837,-72.469914
Pont Rouge,Canada,7518,62.786741,63.797395,-72.469913,-68.44899
Camlachie,Canada,7506,63.797396,64.808049,-68.448989,-64.428066
Banff,Canada,7502,64.80805,65.818704,-64.428065,-60.407142
Yarmouth,Canada,7500,65.818705,66.829358,-60.407141,-56.386217
Carignan,Canada,7426,66.829359,67.840013,-140.825624,-136.8047
Campbellton,Canada,7384,67.840014,68.850667,-136.804699,-132.783776
Beaumont,Canada,7366,68.850668,69.861323,-132.783775,-128.762852
Innisfil,Canada,7345,49.648233,50.658886,-128.762851,-124.741928
Delson,Canada,7322,50.658887,51.669541,-124.741927,-120.721004
