ID,Category,Wind Speed (mph),Rain Fall (in.),Flood Depth (in.),Diameter (mi.),Warning Time,Start Time (made landfall),End Time (< category 1),Path,Path Length (mi.),Deaths,Permanent Injuries,Less Severe Injuries,Buildings Destroyed
H-2000024,3,124,12,21,310,"Mar. 09, 1875 - 22:35:51","Mar. 20, 1875 - 00:34:03","Mar. 20, 1875 - 18:34:03","22.464363, -100.25849 -> 25.2681, -87.708407 -> 26.761077, -112.204518 -> 16.764762, -102.828662 -> 29.351903, -108.954854 -> 20.767199, -96.58133 -> 24.077896, -102.367334 -> 29.283732, -112.065007 -> 26.545624, -90.793076 -> 19.797137, -97.083373 -> 24.101505, -113.953902 -> 25.396298, -94.07198 -> 18.355473, -94.463171 -> 20.909452, -91.433717 -> 29.219258, -104.934964 -> 27.646699, -102.437923 -> 19.551882, -110.840761 -> 21.567205, -94.551427 -> 24.440531, -90.5826 -> 22.074025, -106.941796 -> 17.152643, -108.239374 -> 30.282263, -90.012761 -> 20.846046, -113.41461 -> 19.251447, -103.222504 -> 21.660829, -89.765856 -> 24.284243, -92.919089 -> 17.130346, -112.679761 -> 24.783068, -108.099172 -> 19.034193, -98.002526 -> 19.225404, -114.075332 -> 27.09186, -110.441935 -> 28.074172, -95.424012 -> 18.263949, -102.767361 -> 28.158795, -109.897074",159.0,36183,135089,840255,159489
H-2000025,2,96,10,5,305,"Aug. 16, 1967 - 07:43:35","Aug. 20, 1967 - 21:51:29","Aug. 21, 1967 - 12:51:29","28.66274, -92.740859 -> 20.724833, -88.004288 -> 24.879216, -104.608308 -> 29.569533, -99.145521 -> 26.920236, -91.937845 -> 20.872093, -110.400624 -> 15.586726, -98.723691 -> 27.437277, -98.639156 -> 15.687277, -110.844334 -> 24.241028, -91.26066 -> 30.557518, -99.691333 -> 26.538275, -109.42972 -> 26.229499, -105.572643 -> 30.236605, -102.223166 -> 16.409048, -106.818427 -> 25.110538, -92.944475 -> 16.342223, -98.97818 -> 23.536872, -94.139681 -> 16.788931, -104.463205 -> 23.095141, -99.635752 -> 29.025496, -114.4608 -> 24.218822, -100.399927 -> 28.382711, -109.34244 -> 22.977809, -97.155859 -> 26.065004, -91.519865 -> 18.374221, -91.055778 -> 23.970119, -105.024994 -> 16.071234, -94.102583 -> 29.333002, -97.814693 -> 16.355437, -111.358648 -> 24.795618, -111.548199 -> 29.317664, -101.596543 -> 30.188795, -115.216338 -> 16.103438, -109.413985",147.0,6869,0,116606,24561
H-2000026,1,90,5,3,62,"Sep. 10, 2001 - 05:24:57","Sep. 16, 2001 - 07:55:55","Sep. 16, 2001 - 19:55:55","2.425665, -41.000198 -> 0.681273, -45.523027 -> -11.516067, -69.47279 -> -2.034379, -52.558544 -> -13.846023, -55.678636 -> -12.31851, -62.873895 -> -19.137862, -42.290502 -> -9.636954, -58.741777 -> -3.805038, -60.072261 -> -18.49326, -64.703643 -> -16.738911, -40.610354 -> -3.641839, -70.775349 -> -18.411175, -36.971901 -> -3.512162, -60.856608 -> -8.431252, -35.231432 -> -7.979306, -51.223703 -> -7.973043, -44.666174 -> -14.901861, -51.838358 -> 3.522976, -66.784765 -> -0.335092, -50.784568 -> -0.91685, -66.476567 -> -20.594196, -68.331403 -> -9.108633, -65.844761 -> -15.76633, -42.895331 -> -6.375718, -39.247759 -> -2.637988, -54.58187 -> -15.49616, -67.241498 -> 1.444109, -66.155132 -> -7.275291, -35.664216 -> -9.257666, -69.009102 -> 0.272751, -62.692174 -> -6.535337, -70.408382 -> -1.643258, -66.556294 -> -12.511022, -40.81286",110.0,7646,0,146510,41197
H-2000027,3,124,9,20,285,"Jun. 28, 2018 - 21:43:24","Jul. 7, 2018 - 05:40:04","Jul. 7, 2018 - 22:40:04","45.003673, 71.48747 -> 43.620667, 75.823368 -> 50.772891, 80.581855 -> 43.560788, 68.22717 -> 46.183465, 79.278036 -> 53.672091, 53.977984 -> 49.282613, 73.997021 -> 53.176784, 71.24419 -> 43.704284, 54.847876 -> 44.84008, 75.675672 -> 49.994283, 50.891293 -> 45.247412, 54.551665 -> 46.250648, 50.359879 -> 51.317284, 56.52073 -> 55.511572, 76.626808 -> 49.387853, 67.523352 -> 45.821995, 71.271753 -> 48.34594, 71.270734 -> 46.40121, 60.946664 -> 44.276508, 84.4119 -> 41.782268, 56.086304 -> 50.143636, 85.08009 -> 42.296067, 67.775638 -> 49.120726, 68.281676 -> 42.788748, 76.191077 -> 43.53226, 51.015158 -> 44.399213, 82.459602 -> 52.230485, 83.262581 -> 46.742122, 54.07268 -> 50.331131, 78.61679 -> 50.105409, 76.434748 -> 55.478143, 64.718728 -> 54.304565, 71.511591 -> 42.968072, 84.958673",142.0,14457,46075,293104,48121
H-2000028,3,129,13,27,245,"Oct. 19, 1953 - 03:59:02","Oct. 27, 1953 - 05:38:50","Oct. 27, 1953 - 21:38:50","19.996162, 36.757196 -> 30.380367, 46.792159 -> 28.48265, 44.523537 -> 19.273718, 50.000672 -> 21.785434, 37.360817 -> 29.586762, 50.383905 -> 19.393774, 46.752449 -> 26.33533, 49.043707 -> 26.387611, 36.082722 -> 29.952108, 43.72978 -> 21.449426, 48.451719 -> 25.65369, 38.104643 -> 24.585649, 37.17403 -> 25.360196, 46.377466 -> 25.242346, 39.020846 -> 26.956154, 45.684246 -> 25.435702, 52.613501 -> 25.153848, 40.735519 -> 22.464554, 36.658942 -> 29.837391, 37.497316 -> 23.37803, 43.151407 -> 29.972395, 45.448293 -> 28.462849, 43.844862 -> 23.394911, 51.701485 -> 19.878776, 51.678214 -> 28.591638, 37.753938 -> 27.393992, 43.974122 -> 18.904681, 40.016788 -> 26.763697, 41.367369 -> 29.156663, 45.946455 -> 24.23669, 43.788788 -> 22.77363, 37.280596 -> 25.221891, 51.680548 -> 22.031706, 52.225083",147.0,27142,104957,376538,99965
H-2000029,5,189,41,153,318,"Oct. 23, 2007 - 10:47:48","Oct. 29, 2007 - 02:00:19","Oct. 30, 2007 - 02:00:19","48.983592, -100.3839 -> 39.93633, -116.560957 -> 34.107541, -72.565316 -> 39.298432, -94.660453 -> 45.914411, -75.134316 -> 42.316921, -103.782308 -> 31.770883, -94.876993 -> 41.472129, -117.590944 -> 38.030363, -102.166965 -> 38.37898, -121.536287 -> 42.935562, -121.471854 -> 32.019629, -86.949631 -> 48.288546, -120.078938 -> 30.600743, -117.897475 -> 39.380051, -71.841795 -> 45.162986, -80.49955 -> 42.647207, -98.575926 -> 34.354708, -110.448339 -> 44.494666, -107.863837 -> 49.443938, -94.703005 -> 47.758456, -89.912514 -> 39.22099, -101.407082 -> 37.258008, -118.348855 -> 46.564618, -105.126787 -> 43.365452, -78.999037 -> 41.624866, -122.784848 -> 43.789741, -109.226473 -> 35.879927, -91.492568 -> 35.024231, -121.291089 -> 39.570186, -122.384202 -> 35.576948, -79.909938 -> 46.149146, -120.092211 -> 46.37783, -108.609801 -> 33.147898, -91.332523",192.0,71183,1041109,1616758,229385
H-2000030,3,117,15,17,304,"Aug. 12, 1883 - 07:01:58","Aug. 20, 1883 - 04:08:20","Aug. 20, 1883 - 23:08:20","-38.964373, 151.660344 -> -12.697959, 126.308139 -> -16.84979, 114.070771 -> -33.896005, 123.640259 -> -12.482309, 132.91724 -> -15.888468, 124.213373 -> -16.110952, 122.803035 -> -21.818044, 124.927902 -> -25.269029, 116.686506 -> -26.126922, 125.039267 -> -12.543297, 135.101757 -> -27.172318, 125.130716 -> -37.796213, 123.475989 -> -29.931823, 151.447497 -> -21.410786, 127.453387 -> -30.607156, 122.538036 -> -13.854285, 141.928907 -> -36.722924, 125.175053 -> -27.873763, 149.948704 -> -16.49938, 115.614416 -> -29.160344, 115.957691 -> -26.872896, 115.765751 -> -17.674769, 132.14078 -> -33.346329, 145.424848 -> -19.498325, 128.688219 -> -26.258076, 113.735275 -> -20.805368, 117.263539 -> -17.14648, 133.014041 -> -34.651377, 145.286512 -> -23.649038, 131.783401 -> -11.265928, 141.763275 -> -26.596179, 137.52871 -> -33.018592, 144.827291 -> -34.765492, 117.50662",156.0,5373,17040,112718,18013
H-2000031,4,153,30,120,479,"Mar. 13, 1869 - 11:10:39","Mar. 21, 1869 - 08:46:16","Mar. 22, 1869 - 05:46:16","22.457671, 52.881942 -> 21.704066, 40.238337 -> 29.226273, 52.332373 -> 23.642226, 38.579226 -> 31.054879, 44.000075 -> 20.700785, 50.962354 -> 30.940805, 49.545421 -> 25.658324, 40.630262 -> 30.021571, 37.517757 -> 21.470014, 38.585739 -> 30.769907, 42.655496 -> 27.351741, 40.766338 -> 28.045325, 52.447776 -> 24.175975, 39.946218 -> 30.106616, 35.982158 -> 29.546651, 44.606866 -> 28.981032, 41.164696 -> 22.459113, 40.865546 -> 28.471983, 40.272236 -> 19.171757, 39.145579 -> 17.842999, 50.586695 -> 22.234851, 39.219704 -> 29.21963, 50.468521 -> 22.418387, 50.092155 -> 22.855472, 38.537328 -> 29.540601, 45.701004 -> 22.323156, 50.65487 -> 22.63761, 46.181637 -> 21.975867, 47.804703 -> 27.914159, 45.016238 -> 26.412807, 40.198916 -> 20.561362, 53.678174 -> 18.459447, 35.639331 -> 20.46098, 35.606514",174.0,54407,250503,1317076,233534
H-2000032,5,190,46,173,903,"Aug. 18, 1973 - 05:03:02","Aug. 27, 1973 - 01:11:51","Aug. 27, 1973 - 21:11:51","63.422772, 127.416742 -> 61.609219, 167.230802 -> 74.3833, 48.083034 -> 67.515404, 70.309281 -> 57.104461, 167.480542 -> 76.368626, 45.903233 -> 58.553357, 160.085793 -> 67.542404, 105.586317 -> 64.272149, 43.478428 -> 77.381911, 133.93403 -> 68.133274, 76.923246 -> 64.659224, 65.669153 -> 59.722276, 161.952294 -> 56.596536, 157.962032 -> 67.717568, 95.365277 -> 62.785641, 165.158697 -> 76.60156, 142.063165 -> 75.393166, 144.902336 -> 76.652557, 77.558054 -> 76.70312, 165.278716 -> 74.858512, 91.869129 -> 75.701978, 91.679716 -> 63.469804, 148.063675 -> 60.617322, 143.061093 -> 60.710365, 51.775102 -> 69.440301, 147.355395 -> 68.314548, 64.605942 -> 75.651876, 44.776864 -> 62.885788, 136.287659 -> 72.780044, 114.450668 -> 66.207052, 154.369095 -> 66.14153, 128.822213 -> 60.673091, 69.741524 -> 66.922094, 114.851967",190.0,176045,2503928,3893741,819999
H-2000033,4,141,29,77,224,"Jul. 24, 2010 - 01:42:42","Jul. 29, 2010 - 05:42:30","Jul. 30, 2010 - 02:42:30","-36.788968, -64.980491 -> -32.926344, -58.999553 -> -43.799496, -68.065234 -> -45.852718, -69.142377 -> -40.743874, -62.692705 -> -38.887147, -65.610931 -> -25.872196, -68.670794 -> -46.488485, -56.42705 -> -50.611316, -62.061272 -> -35.95363, -60.47037 -> -22.292842, -58.969186 -> -22.521274, -60.689279 -> -25.891468, -68.459216 -> -35.228598, -60.005554 -> -38.102546, -68.465729 -> -30.358467, -57.96961 -> -24.95051, -55.804139 -> -30.685822, -68.009789 -> -43.661967, -62.348082 -> -46.517153, -62.946941 -> -48.647523, -56.233449 -> -44.657427, -59.636166 -> -23.108785, -62.125193 -> -40.815916, -69.093826 -> -42.711913, -60.504464 -> -44.878474, -61.840411 -> -49.935438, -58.21379 -> -28.568387, -66.34762 -> -36.713543, -61.380429 -> -35.080136, -67.899865 -> -22.02627, -69.907685 -> -22.329842, -62.415205 -> -43.785104, -59.43551 -> -35.654646, -57.857619",177.0,5737,16564,71029,19779
H-2000034,5,162,48,204,785,"Mar. 22, 1897 - 08:42:44","Mar. 30, 1897 - 16:39:12","Mar. 31, 1897 - 16:39:12","16.026586, 78.867992 -> 26.279026, 71.413784 -> 23.897997, 78.170919 -> 16.837699, 80.585131 -> 23.122779, 75.515791 -> 21.924771, 83.342157 -> 15.937667, 85.654014 -> 10.732848, 72.222883 -> 8.455867, 77.895149 -> 15.763721, 81.437517 -> 25.189712, 76.617168 -> 14.560762, 68.404937 -> 17.540644, 75.52866 -> 29.157239, 70.875654 -> 13.655404, 71.273088 -> 11.275055, 77.797374 -> 25.808835, 86.099575 -> 16.535435, 77.874552 -> 25.34628, 78.826534 -> 14.979164, 78.972909 -> 20.765835, 72.480244 -> 13.247434, 75.621164 -> 12.186876, 68.936696 -> 16.448544, 83.456181 -> 30.377465, 73.712081 -> 10.560744, 80.46869 -> 24.869222, 73.633421 -> 22.284891, 86.131441 -> 24.341968, 81.99353 -> 25.083366, 75.752137 -> 13.794852, 68.423281 -> 22.076673, 75.977835 -> 8.471848, 80.38491 -> 18.163567, 84.838412",197.0,266226,4290572,5639716,1119785
H-2000035,4,138,34,122,414,"Mar. 17, 1933 - 20:20:49","Mar. 25, 1933 - 16:11:48","Mar. 26, 1933 - 10:11:48","-37.371634, 136.931892 -> -22.263763, 146.040107 -> -29.425391, 135.354266 -> -33.931496, 139.916556 -> -15.020652, 135.609024 -> -22.372191, 117.937051 -> -16.402267, 115.325983 -> -34.114771, 116.069912 -> -32.051233, 147.040599 -> -12.14046, 126.130305 -> -12.010539, 136.611134 -> -34.022375, 124.506234 -> -27.223064, 120.685623 -> -17.215829, 139.578137 -> -36.397731, 150.278198 -> -24.462212, 152.109414 -> -37.707618, 150.453657 -> -26.205336, 137.35666 -> -34.648501, 144.026173 -> -18.839354, 146.55597 -> -16.405416, 126.921908 -> -16.426736, 118.504121 -> -18.905507, 140.835076 -> -20.803767, 114.559251 -> -25.33197, 146.123212 -> -25.52916, 139.160099 -> -29.062507, 135.711517 -> -36.884505, 127.441107 -> -16.536296, 126.277862 -> -31.042825, 113.838724 -> -28.875948, 116.24182 -> -13.712604, 136.597888 -> -20.351147, 138.864396 -> -35.676863, 139.86815",160.0,5015,20869,86212,21006
H-2000036,5,160,56,234,989,"Nov. 19, 1986 - 07:39:41","Nov. 29, 1986 - 09:09:14","Nov. 30, 1986 - 05:09:14","44.187295, 59.864911 -> 51.897656, 57.803356 -> 43.123363, 84.425518 -> 53.321856, 63.258045 -> 42.837982, 74.453762 -> 45.459269, 84.197235 -> 54.650143, 77.702835 -> 47.742924, 66.874586 -> 43.637782, 81.800136 -> 48.138599, 54.445706 -> 43.111114, 64.892019 -> 54.972842, 66.251708 -> 51.978344, 84.108117 -> 50.288178, 56.835301 -> 53.912855, 81.379615 -> 42.657903, 76.459574 -> 45.144428, 66.714555 -> 54.54399, 56.824473 -> 51.023094, 77.682559 -> 53.864053, 56.690875 -> 46.78323, 61.103513 -> 42.776159, 49.481996 -> 45.561753, 80.292835 -> 52.414371, 48.668521 -> 54.760589, 70.611571 -> 44.808789, 70.359922 -> 54.173221, 75.406564 -> 41.624482, 75.513724 -> 46.115488, 85.715372 -> 42.060732, 66.839723 -> 54.70523, 75.949005 -> 48.111362, 62.473226 -> 47.569559, 56.894043 -> 47.819281, 68.44927",206.0,26200,299768,449802,99000
H-2000037,5,187,53,194,976,"Sep. 13, 1952 - 07:37:16","Sep. 23, 1952 - 23:10:55","Sep. 24, 1952 - 21:10:55","65.970342, 109.167445 -> 60.046148, 98.718003 -> 57.290203, 53.339549 -> 60.988977, 137.349264 -> 66.177442, 61.973688 -> 72.492733, 64.952106 -> 72.856272, 107.743876 -> 61.860226, 97.282424 -> 56.492015, 54.922337 -> 68.88524, 167.539264 -> 64.464363, 128.64423 -> 69.10432, 38.51331 -> 75.74676, 139.266802 -> 60.504879, 45.883418 -> 58.423, 108.553687 -> 63.214795, 168.657816 -> 71.816853, 100.220794 -> 59.331973, 80.869347 -> 57.360562, 68.350463 -> 74.564496, 142.665362 -> 74.381166, 130.450604 -> 60.297833, 53.995999 -> 63.741111, 148.860524 -> 66.662024, 68.011554 -> 62.914644, 64.558061 -> 61.926068, 149.809015 -> 72.610573, 57.242759 -> 76.137834, 166.269844 -> 66.506186, 129.747309 -> 73.094983, 156.504099 -> 65.2234, 77.581571 -> 70.09432, 138.298916 -> 67.540103, 92.094666 -> 74.261779, 64.711702",203.0,194430,3087862,4672656,830043
H-2000038,3,113,11,17,226,"Jan. 05, 2018 - 12:59:14","Jan. 10, 2018 - 02:17:51","Jan. 10, 2018 - 19:17:51","4.212153, 108.218119 -> -5.054468, 102.51037 -> -4.190115, 117.039191 -> 5.976246, 101.196666 -> 4.548741, 117.03196 -> -3.36189, 101.742672 -> -1.490953, 128.992453 -> 7.411632, 99.946185 -> -2.172742, 123.750045 -> -3.912286, 96.12938 -> -2.475143, 128.307677 -> -1.014036, 99.214172 -> -3.470349, 137.878487 -> -0.08459, 135.210266 -> 2.105422, 133.344167 -> -7.467195, 131.287678 -> -8.231685, 114.463699 -> -5.467952, 120.446927 -> 7.313597, 97.018429 -> -6.981708, 136.817751 -> -1.614733, 132.755011 -> -7.980888, 106.103135 -> -5.080784, 97.330611 -> 6.295189, 111.027553 -> -4.181275, 126.078505 -> 2.255949, 111.997438 -> 0.455229, 137.797423 -> 2.398127, 123.05562 -> -6.400899, 122.185731 -> 4.581591, 122.750174 -> -9.481477, 121.905857 -> -9.904442, 104.158762 -> -2.214464, 111.325496 -> -5.275068, 125.944902",167.0,26899,106179,468036,91939
H-2000039,1,87,9,4,63,"Sep. 29, 1969 - 22:09:37","Oct. 10, 1969 - 14:07:57","Oct. 11, 1969 - 02:07:57","69.775874, -111.729228 -> 49.766589, -61.571726 -> 68.875834, -78.318889 -> 53.998695, -95.177054 -> 63.496117, -97.708104 -> 65.881049, -126.749424 -> 62.979237, -65.359428 -> 56.046018, -91.113593 -> 50.232699, -131.504007 -> 54.787, -137.377142 -> 67.525615, -104.797034 -> 62.402078, -132.22644 -> 69.038798, -64.153581 -> 57.729938, -57.874544 -> 63.572874, -128.533492 -> 50.558806, -113.370271 -> 63.723424, -88.532741 -> 66.587985, -80.075074 -> 65.621606, -66.995719 -> 62.949162, -89.094979 -> 60.916121, -134.556682 -> 58.664528, -125.793873 -> 63.358782, -109.566181 -> 62.459738, -92.218274 -> 53.34464, -74.86649 -> 57.660831, -125.422299 -> 60.126259, -57.487569 -> 65.377951, -121.359705 -> 52.921972, -89.518221 -> 52.075979, -135.148588 -> 69.663291, -91.04228 -> 58.930836, -123.425672 -> 59.309172, -128.176856 -> 53.064028, -107.110381",116.0,4861,0,53734,18552
H-2000040,3,120,16,45,213,"Jun. 26, 1913 - 09:19:44","Jul. 6, 1913 - 03:24:16","Jul. 6, 1913 - 22:24:16","50.346495, 57.321741 -> 52.085022, 56.288642 -> 42.235135, 65.193286 -> 51.184758, 77.78559 -> 47.869031, 63.498213 -> 51.829472, 61.43184 -> 43.160607, 59.191205 -> 48.210655, 71.007727 -> 55.475148, 60.892893 -> 47.070317, 61.626765 -> 42.945452, 61.339158 -> 55.493941, 55.154463 -> 52.05753, 84.692392 -> 53.853538, 55.796975 -> 50.22171, 71.765215 -> 49.19454, 49.677754 -> 42.465392, 75.500434 -> 45.506149, 68.40261 -> 51.950848, 82.711916 -> 48.537644, 79.013263 -> 45.292468, 66.634143 -> 43.467104, 69.299458 -> 43.274522, 54.227542 -> 46.000714, 62.060245 -> 48.923849, 53.008955 -> 53.056043, 56.858633 -> 52.945439, 79.315163 -> 48.246241, 63.400454 -> 46.457115, 60.053142 -> 46.681137, 82.344475 -> 51.362517, 76.776832 -> 43.094946, 57.126576 -> 51.263318, 51.991512 -> 46.002112, 51.010877",169.0,8965,33173,140688,42552
H-2000041,3,117,13,16,285,"Sep. 1, 2013 - 16:25:48","Sep. 9, 2013 - 09:57:42","Sep. 10, 2013 - 04:57:42","-0.395363, -55.37329 -> -9.124043, -41.189838 -> -12.441168, -47.454937 -> -0.162246, -70.49815 -> 1.870028, -52.153031 -> -21.313019, -61.47135 -> -2.304737, -45.283169 -> -8.640509, -38.174637 -> -10.48954, -43.028941 -> -5.141739, -58.034438 -> -10.483641, -51.543372 -> 0.823754, -63.63747 -> -6.77383, -66.118017 -> -20.861405, -67.023565 -> -3.011015, -41.052891 -> 0.245489, -44.264832 -> -7.915811, -69.406785 -> -21.391247, -64.322109 -> -4.897391, -45.207907 -> -17.279566, -44.958717 -> -6.519805, -70.979629 -> -7.500713, -36.559139 -> 1.390736, -65.995468 -> -7.70567, -60.434388 -> -4.498697, -51.172318 -> -18.229307, -42.052378 -> 1.501778, -41.316496 -> -7.664235, -56.586109 -> -8.056126, -41.528262 -> -7.573906, -48.211721 -> -1.205105, -46.567309 -> -0.942182, -67.849728 -> -10.291547, -37.392088 -> -18.321488, -56.861499",158.0,37209,130994,779609,169180
H-2000042,4,132,28,114,570,"Feb. 18, 1983 - 22:35:15","Feb. 24, 1983 - 07:08:17","Feb. 25, 1983 - 04:08:17","-25.918391, 117.163169 -> -36.984601, 140.720055 -> -20.910267, 152.044017 -> -36.735847, 132.660827 -> -12.548204, 144.744448 -> -31.555732, 142.726566 -> -23.031518, 141.256232 -> -22.679893, 117.039456 -> -30.408998, 121.5855 -> -19.767769, 121.753918 -> -38.246846, 133.987165 -> -35.346002, 141.923436 -> -29.884771, 119.835969 -> -35.981094, 138.241438 -> -22.284033, 117.743316 -> -23.856935, 147.571053 -> -13.147723, 123.09982 -> -18.444051, 114.771732 -> -31.456502, 152.013094 -> -37.246629, 128.486957 -> -38.440158, 150.636641 -> -15.855368, 120.926626 -> -19.388905, 137.00281 -> -34.794628, 116.20419 -> -13.008358, 115.509978 -> -12.090275, 138.684736 -> -20.830232, 138.537593 -> -37.005988, 134.351007 -> -11.929753, 128.190642 -> -30.20084, 144.028255 -> -24.315917, 141.768673 -> -14.145665, 118.133027 -> -15.620899, 142.596292 -> -21.447125, 127.993015",175.0,4575,21190,81171,22081
H-2000043,2,101,8,15,120,"Oct. 18, 1908 - 12:23:50","Oct. 26, 1908 - 19:35:25","Oct. 27, 1908 - 09:35:25","50.866403, 77.65446 -> 48.435868, 47.268121 -> 52.173138, 85.868945 -> 51.248607, 76.979332 -> 42.894604, 78.259249 -> 53.322652, 84.956667 -> 44.358261, 79.492559 -> 51.874255, 64.209787 -> 52.516244, 61.993421 -> 45.211804, 61.203908 -> 48.141427, 71.972126 -> 50.522864, 63.901629 -> 48.095445, 51.070977 -> 43.375905, 81.269546 -> 48.212619, 67.918203 -> 53.307331, 63.823795 -> 43.348684, 61.559171 -> 45.858269, 83.001366 -> 44.146858, 54.492672 -> 53.213129, 65.693277 -> 46.677888, 81.404352 -> 54.828176, 52.231549 -> 41.665945, 80.742742 -> 47.203557, 47.477956 -> 44.866952, 57.796043 -> 46.713744, 68.101187 -> 51.06704, 56.078601 -> 50.764258, 62.283081 -> 44.253164, 72.751765 -> 45.704552, 53.7708 -> 55.304299, 55.277307 -> 52.380297, 70.310755 -> 47.25295, 79.175969 -> 43.574304, 70.421026",125.0,1455,0,21550,7944
H-2000044,4,147,33,136,238,"Jan. 03, 1990 - 06:48:29","Jan. 12, 1990 - 09:04:56","Jan. 13, 1990 - 06:04:56","24.08059, -101.143124 -> 18.006898, -101.355275 -> 28.657738, -97.109392 -> 26.02401, -98.072141 -> 26.372969, -91.803565 -> 30.328338, -112.175183 -> 26.459414, -93.963769 -> 20.372731, -109.372199 -> 29.08606, -100.635458 -> 22.686868, -89.375543 -> 19.611514, -90.955551 -> 25.517585, -109.93725 -> 17.450938, -93.523808 -> 17.288232, -104.312731 -> 22.875966, -107.855867 -> 27.928399, -93.075208 -> 18.101651, -98.921036 -> 17.273614, -95.434382 -> 21.341931, -98.368926 -> 21.691223, -92.312258 -> 19.86081, -111.46291 -> 25.167186, -100.307669 -> 29.838367, -112.119426 -> 19.942774, -105.434574 -> 27.210134, -92.540486 -> 17.094259, -90.232246 -> 26.981993, -113.369345 -> 18.316667, -92.950647 -> 24.599101, -111.509858 -> 26.751485, -90.816154 -> 23.640098, -106.976366 -> 24.893034, -103.138947 -> 29.02092, -112.227637 -> 20.993084, -94.158904",167.0,32844,119664,530399,122305
H-2000045,4,139,26,80,382,"Mar. 25, 1938 - 16:56:42","Mar. 30, 1938 - 08:04:52","Mar. 31, 1938 - 02:04:52","63.412534, -124.186683 -> 55.524269, -108.356445 -> 56.063713, -94.230805 -> 66.749996, -119.83311 -> 52.949938, -58.349591 -> 56.815745, -126.015742 -> 51.58364, -83.257177 -> 65.726537, -103.49745 -> 57.749705, -77.181944 -> 51.011204, -140.501338 -> 60.475156, -105.592591 -> 63.148467, -94.759255 -> 53.845852, -60.963988 -> 69.57887, -108.999553 -> 55.308447, -82.957317 -> 58.833368, -119.86448 -> 51.759816, -66.064136 -> 64.606138, -61.219384 -> 63.434074, -124.838254 -> 61.954388, -57.500093 -> 63.210143, -132.290764 -> 60.884637, -106.622317 -> 61.011696, -68.406934 -> 67.666683, -63.799223 -> 57.361828, -119.423874 -> 62.762171, -69.387253 -> 60.44511, -125.879959 -> 62.605109, -77.379617 -> 51.600793, -102.774743 -> 65.071832, -58.37087 -> 67.229158, -130.750351 -> 64.851673, -93.885365 -> 62.685532, -83.873192 -> 62.241915, -74.979044",188.0,7183,29725,139428,31447
